# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
6.4             	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.09783801e+01	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)
6.45            	U               	(8.12670810e-02 -7.78924004e-03 -2.09649595e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.43064074e+00 9.72694513e-03 9.67012228e-02)	(1.04161933e-01 1.47134430e-02 -4.34581538e-01)
6.45            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.62934820e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
6.5             	U               	(8.80866471e-02 -7.24629976e-03 -2.28443157e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.97093394e+00 1.22037440e-02 1.87566252e-02)	(3.12500000e-01 1.32659729e-02 -3.77032267e-01)
6.5             	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.93771736e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
6.55            	U               	(8.94368636e-02 -6.33462377e-03 -2.34001842e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.87943609e+00 6.20195080e-03 2.03612563e-01)	(1.04162120e-01 1.40398328e-02 -4.07786745e-01)
6.55            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.06447545e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
6.6             	U               	(8.51831566e-02 -5.08393137e-03 -2.25597531e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.95083170e+00 4.53533289e-03 2.43063310e-01)	(1.04162120e-01 1.40398328e-02 -4.07786745e-01)
6.6             	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.06252806e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
6.65            	U               	(8.48270767e-02 -3.56769098e-03 -2.01058081e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.89884885e+00 8.67538040e-03 2.59757748e-01)	(1.04162856e-01 4.20706695e-02 -4.06147494e-01)
6.65            	p               	-1.22924789e+00	(3.12500000e-01 1.62453040e-02 4.95562969e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
6.7             	U               	(7.07003188e-02 -1.59656282e-03 -1.68034609e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.75202678e+00 2.55941742e-03 2.57511939e-01)	(1.04162856e-01 4.20706695e-02 -4.06147494e-01)
6.7             	p               	-1.14712996e+01	(1.04166667e-01 1.27353431e-02 -1.27353432e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
6.75            	U               	(5.16632798e-02 7.68705885e-04 -1.21925349e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.11688157e+00 1.59064640e-02 1.93288030e-01)	(1.04166667e-01 -2.63320844e-01 -3.11753926e-01)
6.75            	p               	-2.13078572e+01	(1.04166667e-01 1.27353431e-02 -1.27353432e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
6.8             	U               	(1.66918008e-02 -6.52416528e-03 -6.94138107e-03)	(1.04166668e-01 4.65866185e-01 1.42127791e-01)	(8.77170914e-01 6.01268585e-02 1.45499249e-01)	(1.04166667e-01 -2.70968010e-01 -2.85363708e-01)
6.8             	p               	-2.98134349e+01	(1.04166667e-01 1.27353431e-02 1.27353431e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
6.85            	U               	(-9.23722126e-02 -1.57846601e-02 -3.81674736e-03)	(3.12500000e-01 3.21928558e-01 -3.42916877e-01)	(6.98568511e-01 1.10924498e-01 1.00992074e-01)	(1.04166667e-01 -2.34665011e-01 -2.71783183e-01)
6.85            	p               	-3.64924897e+01	(1.04166667e-01 1.12337178e-02 2.83237097e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
6.9             	U               	(-1.58335180e-01 -6.68132016e-02 -3.88839551e-02)	(1.04166666e-01 4.17829111e-01 -1.92930904e-01)	(3.18946208e-01 1.77428433e-01 4.92124057e-02)	(1.04166667e-01 -2.49498360e-01 -2.49498360e-01)
6.9             	p               	-4.10418857e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
6.95            	U               	(-4.57860191e-01 -9.01108872e-03 -3.04100142e-02)	(3.12500000e-01 4.20703023e-02 4.06136269e-01)	(5.92441688e-02 2.08437427e-01 2.04861367e-02)	(1.04166667e-01 -1.85954431e-01 -2.57457475e-01)
6.95            	p               	-4.30534833e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
7               	U               	(-9.48585647e-01 -2.09380675e-02 -1.03863398e-02)	(3.12500000e-01 2.88471362e-01 -3.46835263e-01)	(-5.85755200e-02 1.04683482e-02 1.64735736e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
7               	p               	-4.23435383e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
7.05            	U               	(-1.36265625e+00 -1.49536460e-02 -6.40984031e-03)	(3.12500000e-01 2.63320845e-01 -3.11753928e-01)	(-7.19945785e-02 1.17071599e-02 2.13695402e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
7.05            	p               	-3.90285961e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
7.1             	U               	(-1.69397597e+00 -7.80655934e-03 -2.54406330e-03)	(3.12500000e-01 3.62912137e-01 -1.18012057e-01)	(-8.02303190e-02 1.29357072e-02 2.56048719e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
7.1             	p               	-3.32718339e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
7.15            	U               	(-1.86179648e+00 -2.96303743e-02 -8.49637037e-03)	(3.12500000e-01 -2.56145742e-01 2.68623925e-01)	(-8.00163496e-02 1.61193137e-02 3.41957801e-02)	(1.04166667e-01 -2.04984174e-01 4.51856272e-01)
7.15            	p               	-2.53695793e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
7.2             	U               	(-1.95967963e+00 -3.98900802e-01 -3.09416282e-01)	(1.04166667e-01 2.56145742e-01 -2.68623925e-01)	(-7.76184901e-02 1.82116173e-02 3.62198237e-02)	(1.04166667e-01 -2.62270845e-01 4.21434988e-01)
7.2             	p               	-1.58786262e+01	(1.04166667e-01 1.74946328e-01 4.64190109e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
7.25            	U               	(-2.05264241e+00 -3.61771506e-01 -3.61569291e-01)	(1.04166668e-01 2.26737066e-01 -2.98624805e-01)	(-2.03126304e-02 2.22310780e-02 1.20028558e-01)	(1.04166666e-01 -7.97489460e-02 4.80181470e-01)
7.25            	p               	-5.41321103e+00	(1.04166667e-01 -2.34124560e-01 -4.37566951e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
7.3             	U               	(-1.78818767e+00 -2.93272523e-01 -3.97239306e-01)	(1.04166667e-01 1.34683076e-01 -3.26297376e-01)	(-2.69643780e-02 3.57641290e-02 1.14783845e-01)	(1.04166669e-01 -1.42127790e-01 4.65866186e-01)
7.3             	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	5.70495391e+00	(1.04162363e-01 3.77040400e-01 -1.32668768e-02)
7.35            	U               	(-1.57034936e+00 -2.35520232e-01 -4.22428224e-01)	(1.04166668e-01 1.10757223e-01 -3.31940049e-01)	(2.51176310e-02 4.21051911e-02 1.95325528e-01)	(1.04166668e-01 -1.08961562e-01 4.61707639e-01)
7.35            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.61596097e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
7.4             	U               	(-1.29933257e+00 -1.64723903e-01 -4.02337144e-01)	(1.04166668e-01 1.18012057e-01 -3.62912134e-01)	(3.41032892e-02 3.81588833e-02 1.58686469e-01)	(1.04166668e-01 -1.39314894e-01 4.53857465e-01)
7.4             	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.56798806e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
7.45            	U               	(-9.81747308e-01 -1.60344375e-01 -4.01646490e-01)	(1.04166667e-01 8.08522842e-02 -3.05162209e-01)	(4.69287279e-02 2.57529519e-02 1.12580110e-01)	(1.04166667e-01 -1.69101227e-01 4.44171938e-01)
7.45            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.35661996e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
7.5             	U               	(-4.44381135e-01 -1.24860690e-01 -3.64125377e-01)	(1.04166667e-01 5.63502305e-02 -2.56432181e-01)	(1.46086580e-01 1.87304505e-02 3.93907166e-01)	(1.04162856e-01 -4.20706632e-02 4.06147495e-01)
7.5             	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.93313116e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
7.55            	U               	(-4.61068036e-01 -7.41833373e-02 -2.23318425e-01)	(1.04166667e-01 1.00178877e-01 -2.74228063e-01)	(2.93979910e-01 2.39064550e-02 3.63596230e-01)	(1.04166667e-01 -1.14258143e-02 2.35067918e-01)
7.55            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.26371401e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
7.6             	U               	(-2.19216049e-01 -1.20275635e-01 -5.18120192e-02)	(1.04166667e-01 -2.51045719e-01 -2.28166018e-01)	(4.73943804e-01 2.38746553e-02 2.87673879e-01)	(1.04163152e-01 -3.48262392e-02 3.10424030e-01)
7.6             	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.33003375e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
7.65            	U               	(6.58088718e-02 -7.41580145e-03 -1.52829094e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(9.17184296e-01 2.97238178e-03 1.88334859e-01)	(1.04163015e-01 -1.16198316e-02 3.11524224e-01)
7.65            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.14132576e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
7.7             	U               	(7.98398270e-02 -7.50537551e-03 -1.88543860e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.40380850e+00 9.97297981e-03 8.50659582e-02)	(1.04161933e-01 1.47134430e-02 -4.34581538e-01)
7.7             	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.70525176e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
7.75            	U               	(8.74940020e-02 -7.34099772e-03 -2.26701397e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.59190100e+00 8.00960569e-03 1.62350196e-01)	(1.04161933e-01 1.47134430e-02 -4.34581538e-01)
7.75            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.04099729e+01	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)
7.8             	U               	(8.95825296e-02 -6.47570164e-03 -2.34061661e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.70613766e+00 1.84994448e-02 2.18431839e-01)	(1.04162767e-01 4.40871619e-02 -4.32792194e-01)
7.8             	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.18909533e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
7.85            	U               	(8.60678839e-02 -5.27230954e-03 -2.27567879e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.94750127e+00 4.77521300e-03 2.39146708e-01)	(1.04162120e-01 1.40398328e-02 -4.07786745e-01)
7.85            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.20080174e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
7.9             	U               	(8.62806090e-02 -3.77563174e-03 -2.04177569e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.87975422e+00 1.55573563e-02 2.59818993e-01)	(1.04166666e-01 6.99416426e-02 -4.02932595e-01)
7.9             	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.37691422e+00	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)
7.95            	U               	(7.28713648e-02 -1.87528968e-03 -1.73145363e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.77754561e+00 3.39324402e-03 2.58825827e-01)	(1.04162856e-01 4.20706695e-02 -4.06147494e-01)
7.95            	p               	-1.00962007e+01	(1.04166667e-01 1.27353431e-02 -1.27353432e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
8               	U               	(5.44228790e-02 4.49742357e-04 -1.28587506e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.14711960e+00 1.08658962e-02 1.97516440e-01)	(1.04166667e-01 -2.63320844e-01 -3.11753926e-01)
8               	p               	-2.00666162e+01	(1.04166667e-01 1.27353431e-02 -1.27353432e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
8.05            	U               	(2.48074258e-02 -6.06878894e-03 -8.75731736e-03)	(1.04166668e-01 4.65866185e-01 1.42127791e-01)	(9.14710888e-01 5.41259726e-02 1.50730765e-01)	(1.04166667e-01 -2.70968010e-01 -2.85363708e-01)
8.05            	p               	-2.87803099e+01	(1.04166667e-01 1.27353431e-02 1.27353431e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
8.1             	U               	(-7.43915703e-02 -1.19711798e-02 -4.65314665e-03)	(3.12500000e-01 3.05525867e-01 -3.70623831e-01)	(7.44084673e-01 1.04298082e-01 1.06380233e-01)	(1.04166667e-01 -2.34665011e-01 -2.71783183e-01)
8.1             	p               	-3.57239021e+01	(1.04166667e-01 -1.13023895e-02 2.59044836e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
8.15            	U               	(-1.65931390e-01 -5.66693988e-02 -2.80302459e-02)	(1.04166668e-01 4.37777930e-01 -1.35548458e-01)	(3.66649957e-01 1.69790926e-01 5.55657287e-02)	(1.04166667e-01 -2.49498360e-01 -2.49498360e-01)
8.15            	p               	-4.05746761e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
8.2             	U               	(-5.16554044e-01 -8.01414452e-03 -2.07838456e-02)	(3.12500000e-01 4.40866187e-02 4.32778301e-01)	(7.97850400e-02 2.14953949e-01 2.06554753e-02)	(1.04166667e-01 -2.07039107e-01 -2.53821732e-01)
8.2             	p               	-4.29428837e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
8.25            	U               	(-9.81215205e-01 -2.30189715e-02 -9.15652595e-03)	(3.12500000e-01 2.99830692e-01 -3.17960273e-01)	(-5.64598822e-02 1.03040952e-02 1.57860268e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
8.25            	p               	-4.25961372e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
8.3             	U               	(-1.31996887e+00 -1.67523045e-02 -6.55213794e-03)	(3.12500000e-01 2.63320845e-01 -3.11753928e-01)	(-7.05745305e-02 1.15450016e-02 2.07544623e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
8.3             	p               	-3.96055054e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
8.35            	U               	(-1.66492451e+00 -8.62012315e-03 -2.59091890e-03)	(3.12500000e-01 3.62912137e-01 -1.18012057e-01)	(-7.93942358e-02 1.27707038e-02 2.50862353e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
8.35            	p               	-3.41715618e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
8.4             	U               	(-1.83998733e+00 -2.67245833e-02 -7.23936545e-03)	(3.12500000e-01 -2.56145742e-01 2.68623925e-01)	(-8.19308428e-02 1.60146687e-02 3.37241865e-02)	(1.04166667e-01 -2.04984174e-01 4.51856272e-01)
8.4             	p               	-2.65228234e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
8.45            	U               	(-1.95620451e+00 -4.47678297e-01 -2.56465180e-01)	(1.04166668e-01 2.75994751e-01 -2.13242055e-01)	(-7.92310706e-02 1.81632993e-02 3.60283956e-02)	(1.04166667e-01 -2.62270845e-01 4.21434988e-01)
8.45            	p               	-1.72090901e+01	(1.04166667e-01 1.74946328e-01 4.64190109e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
8.5             	U               	(-1.99420208e+00 -3.67118635e-01 -3.56734953e-01)	(1.04166667e-01 2.04249521e-01 -3.05819224e-01)	(-3.65162680e-02 2.27361250e-02 1.20058798e-01)	(1.04166666e-01 -7.97489460e-02 4.80181470e-01)
8.5             	p               	-6.83567917e+00	(1.04166667e-01 -2.34124560e-01 -4.37566951e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
8.55            	U               	(-1.82976736e+00 -2.75364169e-01 -4.05268180e-01)	(1.04166667e-01 1.68399695e-01 -3.48575906e-01)	(-3.82029843e-02 3.67773105e-02 1.16051606e-01)	(1.04166669e-01 -1.42127790e-01 4.65866186e-01)
8.55            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.30648752e+00	(1.04162363e-01 3.77040400e-01 -1.32668768e-02)
8.6             	U               	(-1.58352953e+00 -2.39781232e-01 -4.23238457e-01)	(1.04166668e-01 1.10757223e-01 -3.31940049e-01)	(4.53289235e-03 4.46463625e-02 1.98721212e-01)	(1.04166668e-01 -1.08961562e-01 4.61707639e-01)
8.6             	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.48047298e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
8.65            	U               	(-1.33019735e+00 -1.69799469e-01 -4.07377957e-01)	(1.04166668e-01 1.18012057e-01 -3.62912134e-01)	(6.11588684e-02 3.17555637e-02 2.84722288e-01)	(1.04166666e-01 -7.60261664e-02 4.50858384e-01)
8.65            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.44980026e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
8.7             	U               	(-9.83664656e-01 -1.41033291e-01 -4.12555283e-01)	(1.04166668e-01 8.65119179e-02 -3.36681685e-01)	(8.53966147e-02 2.36519900e-02 2.12826448e-01)	(1.04166668e-01 -1.06000707e-01 4.45218127e-01)
8.7             	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.26330854e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
8.75            	U               	(-9.04220345e-01 -1.25612496e-01 -3.05082850e-01)	(1.04166668e-01 1.03557602e-01 -3.01203677e-01)	(1.07859483e-01 2.13463262e-02 4.04202365e-01)	(1.04162856e-01 -4.20706632e-02 4.06147495e-01)
8.75            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.87017385e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
8.8             	U               	(-6.04642586e-01 -5.96612959e-02 -2.07012462e-01)	(1.04166667e-01 1.26005720e-01 -2.96579349e-01)	(2.21159714e-01 2.29594787e-02 3.76616464e-01)	(1.04162957e-01 -3.97567902e-02 3.75573368e-01)
8.8             	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.23481832e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
8.85            	U               	(-2.77424708e-01 -1.13609507e-01 -6.06575919e-02)	(1.04166667e-01 -2.51045719e-01 -2.28166018e-01)	(4.64409972e-01 1.91116017e-02 2.95372831e-01)	(1.04163059e-01 -3.72820682e-02 3.42873878e-01)
8.85            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.33643833e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
8.9             	U               	(6.37131019e-02 -7.36119761e-03 -1.47224071e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(8.70182632e-01 3.66438527e-03 2.04924635e-01)	(1.04163015e-01 -1.16198316e-02 3.11524224e-01)
8.9             	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.18069819e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
8.95            	U               	(7.81806360e-02 -7.51084109e-03 -1.84355224e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.26694846e+00 4.49131548e-02 9.92344210e-02)	(1.04166666e-01 7.32865079e-02 -4.29278969e-01)
8.95            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.77682718e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
9               	U               	(8.67988022e-02 -7.42836344e-03 -2.24722492e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.91404512e+00 1.32432463e-02 1.98700530e-02)	(3.12500000e-01 1.40387217e-02 -4.07775560e-01)
9               	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.14101465e+01	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)
9.05            	U               	(8.96362515e-02 -6.61134567e-03 -2.33878435e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.69166007e+00 1.91871345e-02 2.12868406e-01)	(1.04162767e-01 4.40871619e-02 -4.32792194e-01)
9.05            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.31125135e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
9.1             	U               	(8.68602332e-02 -5.45245015e-03 -2.29258236e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.94228274e+00 5.00708028e-03 2.34852507e-01)	(1.04162120e-01 1.40398328e-02 -4.07786745e-01)
9.1             	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.33773187e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
9.15            	U               	(8.76307383e-02 -3.97333309e-03 -2.07016121e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.84456654e+00 2.31430506e-02 2.60034725e-01)	(1.04166668e-01 9.75474134e-02 -3.98140263e-01)
9.15            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.80652991e+00	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)
9.2             	U               	(7.49614859e-02 -2.14683183e-03 -1.78017863e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.73468341e+00 9.69850530e-03 2.58855502e-01)	(1.04166668e-01 9.75474134e-02 -3.98140263e-01)
9.2             	p               	-8.70981172e+00	(1.04166667e-01 1.27353431e-02 -1.27353432e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
9.25            	U               	(5.71226292e-02 1.31215808e-04 -1.35099318e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.35458068e+00 6.85933613e-03 2.30711400e-01)	(1.04166667e-01 -1.77888576e-01 -3.75363643e-01)
9.25            	p               	-1.88029123e+01	(1.04166667e-01 1.27353431e-02 -1.27353432e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
9.3             	U               	(3.28765595e-02 -5.60989063e-03 -1.05657714e-02)	(1.04166668e-01 4.65866185e-01 1.42127791e-01)	(9.51398956e-01 4.81547051e-02 1.55754038e-01)	(1.04166667e-01 -2.70968010e-01 -2.85363708e-01)
9.3             	p               	-2.77154868e+01	(1.04166667e-01 1.27353431e-02 1.27353431e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
9.35            	U               	(-5.10050053e-02 -1.16076024e-02 -4.18707586e-03)	(3.12500000e-01 3.05525867e-01 -3.70623831e-01)	(6.51742431e-01 9.49553311e-02 1.12617852e-01)	(1.04166667e-01 -2.70968010e-01 -2.85363708e-01)
9.35            	p               	-3.49177226e+01	(1.04166667e-01 -1.14258143e-02 2.35067918e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
9.4             	U               	(-1.41924319e-01 -5.47373919e-02 -2.38835408e-02)	(1.04166668e-01 4.37777930e-01 -1.35548458e-01)	(4.63061812e-01 1.56670817e-01 6.79306543e-02)	(1.04166667e-01 -2.28166018e-01 -2.51045719e-01)
9.4             	p               	-4.00619808e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
9.45            	U               	(-5.12479353e-01 -2.44944338e-02 -1.28041593e-02)	(3.12500000e-01 1.58726448e-01 4.08640608e-01)	(9.38639261e-02 2.16758258e-01 1.98173555e-02)	(1.04166667e-01 -2.28166018e-01 -2.51045719e-01)
9.45            	p               	-4.27831042e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
9.5             	U               	(-8.35879492e-01 -1.51190548e-02 -1.11092837e-02)	(3.12500000e-01 9.75474141e-02 3.98140265e-01)	(-5.42509150e-02 1.01372191e-02 1.50900816e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
9.5             	p               	-4.28030212e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
9.55            	U               	(-1.27598602e+00 -1.85451733e-02 -6.45794319e-03)	(3.12500000e-01 2.63320845e-01 -3.11753928e-01)	(-6.90280904e-02 1.13792880e-02 2.01252402e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
9.55            	p               	-4.01399806e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
9.6             	U               	(-1.59255803e+00 -1.14547580e-02 -7.10739250e-03)	(3.12500000e-01 3.91870724e-01 -1.24795254e-01)	(-7.84598550e-02 1.26089851e-02 2.45559268e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
9.6             	p               	-3.50319531e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
