# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
22              	U               	(1.94937894e-02 7.07861367e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07861367e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
22              	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053959e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
22.05           	U               	(1.94937894e-02 7.07864915e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864915e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
22.05           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053959e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
22.1            	U               	(1.94937894e-02 7.07865005e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865005e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
22.1            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054308e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
22.15           	U               	(1.94937894e-02 7.07863960e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863960e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
22.15           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054084e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
22.2            	U               	(1.94937894e-02 7.07864637e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864637e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
22.2            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053962e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
22.25           	U               	(1.94937894e-02 7.07864098e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864098e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
22.25           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053964e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
22.3            	U               	(1.94937894e-02 7.07863876e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863876e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
22.3            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053964e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
22.35           	U               	(1.94937894e-02 7.07863670e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863670e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
22.35           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053964e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
22.4            	U               	(1.94937894e-02 7.07864917e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864917e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
22.4            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054305e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
22.45           	U               	(1.94937894e-02 7.07863899e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863899e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
22.45           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054110e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
22.5            	U               	(1.94937894e-02 7.07863118e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863118e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
22.5            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053968e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
22.55           	U               	(1.94937894e-02 7.07864367e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864367e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
22.55           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053969e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
22.6            	U               	(1.94937894e-02 7.07863898e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863898e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
22.6            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053968e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
22.65           	U               	(1.94937894e-02 7.07862295e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862295e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
22.65           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053968e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
22.7            	U               	(1.94937894e-02 7.07866546e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866546e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
22.7            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054321e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
22.75           	U               	(1.94937894e-02 7.07863521e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863521e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
22.75           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054109e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
22.8            	U               	(1.94937894e-02 7.07860940e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07860940e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
22.8            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053973e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
22.85           	U               	(1.94937894e-02 7.07864839e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864839e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
22.85           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053974e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
22.9            	U               	(1.94937894e-02 7.07863817e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863817e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
22.9            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053973e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
22.95           	U               	(1.94937894e-02 7.07862529e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862529e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
22.95           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053973e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
23              	U               	(1.94937894e-02 7.07866229e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866229e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
23              	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054346e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
23.05           	U               	(1.94937894e-02 7.07863523e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863523e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
23.05           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054127e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
23.1            	U               	(1.94937894e-02 7.07861890e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07861890e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
23.1            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053976e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
23.15           	U               	(1.94937894e-02 7.07864498e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864498e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
23.15           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053976e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
23.2            	U               	(1.94937894e-02 7.07863764e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863764e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
23.2            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053975e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
23.25           	U               	(1.94937894e-02 7.07862123e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862123e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
23.25           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053975e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
23.3            	U               	(1.94937894e-02 7.07864161e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864161e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
23.3            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053976e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
23.35           	U               	(1.94937894e-02 7.07867252e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07867252e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
23.35           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054201e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
23.4            	U               	(1.94937894e-02 7.07862971e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862971e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
23.4            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054101e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
23.45           	U               	(1.94937894e-02 7.07862748e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862748e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
23.45           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053979e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
23.5            	U               	(1.94937894e-02 7.07864108e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864108e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
23.5            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053979e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
23.55           	U               	(1.94937894e-02 7.07863570e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863570e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
23.55           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054302e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
23.6            	U               	(1.94937894e-02 7.07863894e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863894e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
23.6            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054116e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
23.65           	U               	(1.94937894e-02 7.07864142e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864142e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
23.65           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054065e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
23.7            	U               	(1.94937894e-02 7.07864322e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864322e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
23.7            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054065e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
23.75           	U               	(1.94937894e-02 7.07863016e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863016e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
23.75           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053979e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
23.8            	U               	(1.94937894e-02 7.07864098e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864098e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
23.8            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053978e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
23.85           	U               	(1.94937894e-02 7.07865336e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865336e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
23.85           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054405e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
23.9            	U               	(1.94937894e-02 7.07863401e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863401e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
23.9            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054128e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
23.95           	U               	(1.94937894e-02 7.07864024e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864024e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
23.95           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054075e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
24              	U               	(1.94937894e-02 7.07864978e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864978e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
24              	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054075e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
24.05           	U               	(1.94937894e-02 7.07861855e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07861855e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
24.05           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053978e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
24.1            	U               	(1.94937894e-02 7.07864154e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864154e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
24.1            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053975e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
24.15           	U               	(1.94937894e-02 7.07866734e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866734e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
24.15           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054412e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
24.2            	U               	(1.94937894e-02 7.07862864e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862864e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
24.2            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054140e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
24.25           	U               	(1.94937894e-02 7.07863911e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863911e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
24.25           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054078e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
24.3            	U               	(1.94937894e-02 7.07864773e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864773e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
24.3            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054078e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
24.35           	U               	(1.94937894e-02 7.07861767e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07861767e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
24.35           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053972e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
24.4            	U               	(1.94937894e-02 7.07864023e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864023e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
24.4            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053970e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
24.45           	U               	(1.94937894e-02 7.07865913e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865913e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
24.45           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054443e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
24.5            	U               	(1.94937894e-02 7.07862993e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862993e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
24.5            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054145e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
24.55           	U               	(1.94937894e-02 7.07863840e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863840e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
24.55           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054080e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
24.6            	U               	(1.94937894e-02 7.07865357e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865357e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
24.6            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054080e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
24.65           	U               	(1.94937894e-02 7.07861060e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07861060e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
24.65           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053967e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
24.7            	U               	(1.94937894e-02 7.07864175e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864175e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
24.7            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053965e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
24.75           	U               	(1.94937894e-02 7.07863937e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863937e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
24.75           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053963e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
24.8            	U               	(1.94937894e-02 7.07861197e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07861197e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
24.8            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053963e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
24.85           	U               	(1.94937894e-02 7.07863813e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863813e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
24.85           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053962e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
24.9            	U               	(1.94937894e-02 7.07866336e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866336e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
24.9            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054235e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
24.95           	U               	(1.94937894e-02 7.07862780e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862780e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
24.95           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054105e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
25              	U               	(1.94937894e-02 7.07862931e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862931e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
25              	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053962e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
25.05           	U               	(1.94937894e-02 7.07863710e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863710e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
25.05           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053961e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
25.1            	U               	(1.94937894e-02 7.07862943e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862943e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
25.1            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054337e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
25.15           	U               	(1.94937894e-02 7.07863666e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863666e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
25.15           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054118e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
25.2            	U               	(1.94937894e-02 7.07863900e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863900e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
25.2            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054057e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
25.25           	U               	(1.94937894e-02 7.07864715e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864715e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
25.25           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054057e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
