# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
3.3             	U               	(1.94937892e-02 7.07868643e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937892e-02 7.07868643e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
3.3             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.79811728e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
3.35            	U               	(1.94937893e-02 7.07877803e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937893e-02 7.07877803e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
3.35            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.80608628e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
3.4             	U               	(1.94937893e-02 7.07885129e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937893e-02 7.07885129e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
3.4             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.81429375e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
3.45            	U               	(1.94937892e-02 7.07866199e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937892e-02 7.07866199e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
3.45            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.82269664e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
3.5             	U               	(1.94937895e-02 7.07863012e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937895e-02 7.07863012e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
3.5             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.83121864e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
3.55            	U               	(1.94937896e-02 7.07857022e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937896e-02 7.07857022e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
3.55            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.83980260e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
3.6             	U               	(1.94937897e-02 7.07853098e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937897e-02 7.07853098e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
3.6             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.84838541e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
3.65            	U               	(1.94937898e-02 7.07848470e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937898e-02 7.07848470e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
3.65            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.85690707e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
3.7             	U               	(1.94937898e-02 7.07843925e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937898e-02 7.07843925e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
3.7             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.86530919e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
3.75            	U               	(1.94937899e-02 7.07840479e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937899e-02 7.07840479e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
3.75            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.87353749e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
3.8             	U               	(1.94937899e-02 7.07839766e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937899e-02 7.07839766e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
3.8             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.88154277e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
3.85            	U               	(1.94937899e-02 7.07838209e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937899e-02 7.07838209e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
3.85            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.88927652e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
3.9             	U               	(1.94937899e-02 7.07837593e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937899e-02 7.07837593e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
3.9             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.89670482e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
3.95            	U               	(1.94937899e-02 7.07837613e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937899e-02 7.07837613e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
3.95            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.90378888e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
4               	U               	(1.94937899e-02 7.07837357e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937899e-02 7.07837357e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
4               	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.91050150e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
4.05            	U               	(1.94937898e-02 7.07841887e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937898e-02 7.07841887e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
4.05            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.91682091e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
4.1             	U               	(1.94937898e-02 7.07841353e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937898e-02 7.07841353e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
4.1             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.92273142e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
4.15            	U               	(1.94937898e-02 7.07841842e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937898e-02 7.07841842e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
4.15            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.92822335e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
4.2             	U               	(1.94937898e-02 7.07847023e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937898e-02 7.07847023e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
4.2             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.93329398e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
4.25            	U               	(1.94937898e-02 7.07843442e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937898e-02 7.07843442e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
4.25            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.93794771e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
4.3             	U               	(1.94937898e-02 7.07842826e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937898e-02 7.07842826e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
4.3             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.94218939e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
4.35            	U               	(1.94937897e-02 7.07847901e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937897e-02 7.07847901e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
4.35            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.94603141e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
4.4             	U               	(1.94937896e-02 7.07850904e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937896e-02 7.07850904e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
4.4             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.94948930e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
4.45            	U               	(1.94937895e-02 7.07860480e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937895e-02 7.07860480e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
4.45            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.95257699e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
4.5             	U               	(1.94937893e-02 7.07867023e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937893e-02 7.07867023e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
4.5             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.95532326e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
4.55            	U               	(1.94937893e-02 7.07868708e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937893e-02 7.07868708e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
4.55            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.95774494e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
4.6             	U               	(1.94937892e-02 7.07877028e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937892e-02 7.07877028e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
4.6             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.95986689e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
4.65            	U               	(1.94937891e-02 7.07880820e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937891e-02 7.07880820e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
4.65            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.96171312e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
4.7             	U               	(1.94937891e-02 7.07876196e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937891e-02 7.07876196e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
4.7             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.96330579e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
4.75            	U               	(1.94937891e-02 7.07871912e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937891e-02 7.07871912e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
4.75            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.96467125e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
4.8             	U               	(1.94937891e-02 7.07868772e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937891e-02 7.07868772e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
4.8             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.96583169e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
4.85            	U               	(1.94937892e-02 7.07864466e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937892e-02 7.07864466e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
4.85            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.96680948e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
4.9             	U               	(1.94937893e-02 7.07863038e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937893e-02 7.07863038e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
4.9             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.96762566e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
4.95            	U               	(1.94937894e-02 7.07860820e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07860820e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
4.95            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.96830105e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
5               	U               	(1.94937894e-02 7.07851921e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07851921e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
5               	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.96885581e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
5.05            	U               	(1.94937897e-02 7.07841288e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937897e-02 7.07841288e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
5.05            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.96930228e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
5.1             	U               	(1.94937897e-02 7.07840298e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937897e-02 7.07840298e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
5.1             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.96965894e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
5.15            	U               	(1.94937897e-02 7.07845744e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937897e-02 7.07845744e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
5.15            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.96994167e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
5.2             	U               	(1.94937896e-02 7.07844318e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937896e-02 7.07844318e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
5.2             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97015924e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
5.25            	U               	(1.94937896e-02 7.07837748e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937896e-02 7.07837748e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
5.25            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97042798e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
5.3             	U               	(1.94937894e-02 7.07862399e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862399e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
5.3             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97035886e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
5.35            	U               	(1.94937893e-02 7.07876412e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937893e-02 7.07876412e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
5.35            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97063861e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
5.4             	U               	(1.94937895e-02 7.07842880e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937895e-02 7.07842880e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
5.4             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97055425e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
5.45            	U               	(1.94937894e-02 7.07892599e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07892599e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
5.45            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97056330e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
5.5             	U               	(1.94937894e-02 7.07849912e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07849912e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
5.5             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97081022e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
5.55            	U               	(1.94937895e-02 7.07868656e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937895e-02 7.07868656e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
5.55            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97061182e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
5.6             	U               	(1.94937896e-02 7.07804002e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937896e-02 7.07804002e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
5.6             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97060598e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
5.65            	U               	(1.94937893e-02 7.07860617e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937893e-02 7.07860617e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
5.65            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97083682e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
5.7             	U               	(1.94937891e-02 7.07872486e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937891e-02 7.07872486e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
5.7             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97060959e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
5.75            	U               	(1.94937894e-02 7.07896823e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07896823e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
5.75            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97060845e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
5.8             	U               	(1.94937895e-02 7.07860321e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937895e-02 7.07860321e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
5.8             	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97060485e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
5.85            	U               	(1.94937895e-02 7.07864551e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937895e-02 7.07864551e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
5.85            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97060685e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
5.9             	U               	(1.94937893e-02 7.07883643e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937893e-02 7.07883643e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
